date,ndvi_sg,T2M,PPT,RAD,RH
2001-02-24,0.0971813335158995,24.4,0,21.26,26.79
2001-03-01,0.0971776736877519,25.45,8.88,17.25,31.41
2001-03-06,0.097181996945595,24.58,0.7100000000000001,20.07,39.03
2001-03-11,0.0971943032894288,26.05,0.39,16.94,35.08
2001-03-16,0.0972116922938021,28.6,1.19,22.35,23.6
2001-03-21,0.0972399648096173,28.39,3.0500000000000003,21.94,29.41
2001-03-26,0.0972820212623253,29.28,1.31,25.68,17.01
2001-03-31,0.0973407620773772,26.87,0,26.62,12.46
2001-04-05,0.0974190876802242,29.93,0,25.56,12.18
2001-04-10,0.0973833994050546,30.21,1.84,19.94,32.87
2001-04-15,0.0972025625239651,28.6,17.880000000000003,20.59,54.98
2001-04-20,0.0977172499967168,29.56,0,28.96,20.48
2001-04-25,0.100098469567832,33.4,0,27.79,14.04
2001-04-30,0.105344484231154,34.65,5.59,26.48,16.98
2001-05-05,0.11385689118604,35.13,0,27.75,16.99
2001-05-10,0.125095859285185,35.33,2.23,25.89,22.09
2001-05-15,0.137928770884755,33.02,5.18,24.69,33.52
2001-05-20,0.151518303331593,33.8,6.5,25.39,34.07
2001-05-25,0.165034358584843,32.55,11.43,23.84,46.76
2001-05-30,0.177554459206487,29.23,16.02,21.87,63.41
2001-06-04,0.188236331074338,28.85,6,23.68,64.38
2001-06-09,0.196644662875695,27.19,87.04,17.21,78.93
2001-06-14,0.202866857274085,25.04,39.62,10.82,84.19
2001-06-19,0.207489550261875,25.43,33.29,17.05,85.07
2001-06-24,0.211504850514768,25.06,79.43,9.13,87.79
2001-06-29,0.215599175000357,25.73,48.83,16.63,87.45
2001-07-04,0.219996940981825,26.22,139.58,14.29,89.29
2001-07-09,0.22463629364975,23.65,126.27,5.87,91.19
2001-07-14,0.229297536373804,24.71,70.7,8.24,92.46
2001-07-19,0.233811463112925,24.32,72.17999999999999,10.36,94.43
2001-07-24,0.238277858784841,24.23,47.260000000000005,15.04,92.52
2001-07-29,0.24278586201848,24.38,6.17,16.96,90.09
2001-08-03,0.247400327275197,25.11,71.25,17.84,89.88
2001-08-08,0.25218610901635,25.67,27.060000000000002,18.67,88.5
2001-08-13,0.257208061703296,25.36,68.98,12.97,92.1
2001-08-18,0.262531039797391,24.51,65.46,7.73,94.15
2001-08-23,0.268077376869461,25.34,128.03,12.5,93.23
2001-08-28,0.274326966502475,24.81,9.889999999999999,18.54,87.89
2001-09-02,0.282491259079002,24.73,33.44,17.52,89.1
2001-09-07,0.290366254629597,25.02,13.889999999999999,20.78,82.87
2001-09-12,0.295319397884447,24.96,13.16,21.29,83.43
2001-09-17,0.295820192033538,25.35,2.5,22.08,72.07
2001-09-22,0.291540953652516,25.11,13.13,22.55,72.7
2001-09-27,0.284157603399726,24.59,9.93,18.66,85.88
2001-10-02,0.276600045232856,24.45,47.85,12.8,91.51
2001-10-07,0.26875317943787,24.41,17.14,18.17,87.53
2001-10-12,0.260393749452458,24.13,1.05,19.46,77.56
2001-10-17,0.251636187647298,21.13,0,20.91,63.63
2001-10-22,0.242581126570702,21.14,0,20.35,70.96
2001-10-27,0.233329198770978,21.8,0.01,19.46,67.63
2001-11-01,0.223981036796438,23.49,0,19.73,49.12
2001-11-06,0.214637273195392,21.27,0.7,17.71,70.19
2001-11-11,0.205398540516151,20.21,0,18.02,61.21
2001-11-16,0.196365471307024,22.29,1.46,17.27,65.43
2001-11-21,0.187638698116323,19.33,0,17.58,56.37
2001-11-26,0.179318401535603,18.38,0,16.64,57.6
2001-12-01,0.171508897505123,18.38,0,17.68,32.61
2001-12-06,0.164327327600574,19.73,0,17.34,33.81
2001-12-11,0.157859395967961,19.34,0,16.58,44.9
2001-12-16,0.152126588833452,18.2,0,16.26,37.18
2001-12-21,0.147075392146253,16.14,0,16.84,32.62
2001-12-26,0.142588507354503,17.97,0,15.46,40.65
2001-12-31,0.138525840459102,17.1,0,14.8,30
2002-01-05,0.134736006706126,17.65,0.38,15.05,38.49
2002-01-10,0.131062822219319,19.52,0,17.9,24.66
2002-01-15,0.127397980862369,20.07,0.31,17.14,39.22
2002-01-20,0.123712323724271,19.8,11.25,13.78,61.64
2002-01-25,0.120063364437101,15.43,0.17,17.99,37.86
2002-01-30,0.116579070326191,16.63,0,19.03,28.74
2002-02-04,0.113392063364884,20.69,15.219999999999999,16.06,64.83
2002-02-09,0.110621309464477,19.32,7.15,18.24,49.66
2002-02-14,0.108374180530315,22.09,0.35,21.27,34.15
2002-02-19,0.106708796857167,24.73,3.5300000000000002,18.53,33.48
2002-02-24,0.105953646596308,22.43,0,22.27,24.52
2002-03-01,0.106505706414665,22.95,0,22.1,23.84
2002-03-06,0.108575996686359,25.9,0,21.31,22.56
2002-03-11,0.112023936468653,26.11,1.56,17.72,23.43
2002-03-16,0.116280498262313,26.5,0,25.99,13.13
2002-03-21,0.120430710291556,28.33,0,24.34,17.49
2002-03-26,0.123436319180179,28.35,17.669999999999998,23.65,28.39
2002-03-31,0.12440120691532,28.49,0,27.16,26.1
2002-04-05,0.123184591170049,30.1,1.26,23.17,29.89
2002-04-10,0.120621988424503,30.26,0,27.47,12.65
2002-04-15,0.117727296294004,33.25,0,26.79,15.67
2002-04-20,0.115338263771741,32.89,0.07,28.29,13.57
2002-04-25,0.113610160747288,32.04,0,27.45,8.58
2002-04-30,0.1122463697947,34.26,3.14,25.79,14.62
2002-05-05,0.111106223035769,34.63,0.8200000000000001,26.78,15
2002-05-10,0.110424414351233,36.48,1.69,25.91,20.67
2002-05-15,0.110551296953677,35.79,0.06,25.68,24.69
2002-05-20,0.111812155797427,35.99,4.79,25.99,22.6
2002-05-25,0.114024238417301,33.07,23.68,26.14,30.37
2002-05-30,0.117187544813297,31.99,0.09,28.33,43.2
